GRE,MUNICIPIO,MESCADO - MUNICÍPIO E ESCOLA,CODIGOESCOLA,ESCOLA,DATAS,MATERIAIS,ALOCAÇÃO,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,TOTAL DE ALUNOS,HAS_DATE
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA ROSA DA CONCEICAO,25037536,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA ROSA DA CONCEICAO,nan,nan,nan,12,12,24,0
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA REUNIDA PADRE TAVARES,25037439,ESCOLA MUNICIPAL DE EDUCACAO BASICA REUNIDA PADRE TAVARES,nan,nan,nan,16,47,63,0
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA SEBASTIAO BARROS,25037676,ESCOLA MUNICIPAL DE EDUCACAO BASICA SEBASTIAO BARROS,nan,nan,nan,10,13,23,0
12ª REGIAO DE ENSINO,CALDAS BRANDAO,CALDAS BRANDAO - EM VIRGILIA CORDEIRO GUEDES,25080385,EM VIRGILIA CORDEIRO GUEDES,11/11/2025,"Sim, de todos os materiais e testes",Concluído,12,13,25,1
12ª REGIAO DE ENSINO,CALDAS BRANDAO,CALDAS BRANDAO - EMEIF MARIA VIEGAS DE PAIVA,25080326,EMEIF MARIA VIEGAS DE PAIVA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,20,12,32,1
12ª REGIAO DE ENSINO,CALDAS BRANDAO,CALDAS BRANDAO - ESC MUL APRIGIO PIMENTEL DE ATAIDE,25080350,ESC MUL APRIGIO PIMENTEL DE ATAIDE,11/11/2025,"Sim, de todos os materiais e testes",Concluído,2,4,6,1
12ª REGIAO DE ENSINO,CALDAS BRANDAO,CALDAS BRANDAO - ESC MUL EIF CONEGO JOSE MARIA MESQUITA,25080296,ESC MUL EIF CONEGO JOSE MARIA MESQUITA,"12/11/2025, 15/11/2025","Sim, de todos os materiais e testes",Concluído,11,6,17,1
12ª REGIAO DE ENSINO,CALDAS BRANDAO,CALDAS BRANDAO - ESC MUL MARIA DA PENHA DE P SILVA,25080318,ESC MUL MARIA DA PENHA DE P SILVA,11/11/2025,"Sim, de todos os materiais e testes",Concluído,10,3,13,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEF ANALIA ARRUDA DA SILVA,25080636,EMEF ANALIA ARRUDA DA SILVA,19/11/2025,"Sim, de todos os materiais e testes",Concluído,9,13,22,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEF FELICIANO DE FRANCA GALVAO,25080563,EMEF FELICIANO DE FRANCA GALVAO,19/11/2025,"Sim, de todos os materiais e testes",Concluído,3,2,5,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEF JOAO FRANCISCO DOS SANTOS,25080601,EMEF JOAO FRANCISCO DOS SANTOS,19/11/2025,"Sim, de todos os materiais e testes",Concluído,3,6,9,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEF JOSE RUFINO DOS SANTOS,25080750,EMEF JOSE RUFINO DOS SANTOS,18/11/2025,"Sim, de todos os materiais e testes",Concluído,9,5,14,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEF LUIZ F DE ALBUQUERQUE MARANHAO,25080717,EMEF LUIZ F DE ALBUQUERQUE MARANHAO,19/11/2025,"Sim, de todos os materiais e testes",Concluído,-,1,1,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEF MADRE DANTAS,25080571,EMEF MADRE DANTAS,17/11/2025,"Sim, de todos os materiais e testes",Concluído,24,22,46,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEF SERAFINA RIBEIRO,25080598,EMEF SERAFINA RIBEIRO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,48,51,99,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEIF ANA FERREIRA RIBEIRO COUTINHO,25133187,EMEIF ANA FERREIRA RIBEIRO COUTINHO,19/11/2025,"Sim, de todos os materiais e testes",Concluído,2,-,2,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEIF DE AUSENTE,25080776,EMEIF DE AUSENTE,19/11/2025,"Sim, de todos os materiais e testes",Concluído,4,3,7,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEIF FRANCISCO MANOEL COELHO,25115561,EMEIF FRANCISCO MANOEL COELHO,18/11/2025,"Sim, de todos os materiais e testes",Concluído,17,8,25,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEIF PE JOSE MARIA MESQUITA,25080687,EMEIF PE JOSE MARIA MESQUITA,17/11/2025,"Sim, de todos os materiais e testes",Concluído,19,13,32,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEIF PROFESSOR JOAQUIM CICERO BATISTA,25080490,EMEIF PROFESSOR JOAQUIM CICERO BATISTA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,5,4,9,1
12ª REGIAO DE ENSINO,GURINHEM,GURINHEM - EMEIF PROFESSORA GERLANIA MARIA DA SILVA,25080547,EMEIF PROFESSORA GERLANIA MARIA DA SILVA,17/11/2025,"Sim, de todos os materiais e testes",Concluído,19,12,31,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF ABEL DA SILVA,25080873,EMEIEF ABEL DA SILVA,"14/11/2025, 15/11/2025, 16/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,27,33,60,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF APOLINARIO JOAQUIM DE MELO,25081136,EMEIEF APOLINARIO JOAQUIM DE MELO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,6,6,12,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF ARNAUD ANDRE DA SILVA,25081284,EMEIEF ARNAUD ANDRE DA SILVA,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025",Apenas dos testes,Em andamento,4,7,11,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF CORINA DE AZEVEDO BARBOSA,25081110,EMEIEF CORINA DE AZEVEDO BARBOSA,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025",Apenas dos testes,Em andamento,23,16,39,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF DJALMA RODRIGUES DE CARVALHO,25081250,EMEIEF DJALMA RODRIGUES DE CARVALHO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,19,25,44,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF DR MANOEL CORREIA DE FARIAS,25081020,EMEIEF DR MANOEL CORREIA DE FARIAS,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,16,17,33,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF HONORIO ALVES,25081055,EMEIEF HONORIO ALVES,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,7,9,16,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF JOAO IZOLINO DE SOUZA,25081292,EMEIEF JOAO IZOLINO DE SOUZA,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025",Apenas dos testes,Em andamento,3,1,4,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF JOSE TRAJANO DE FIGUEIREDO,25081071,EMEIEF JOSE TRAJANO DE FIGUEIREDO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025",Apenas dos testes,Em andamento,-,2,2,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF MANOEL GABRIEL DO NASCIMENTO,25081217,EMEIEF MANOEL GABRIEL DO NASCIMENTO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,5,2,7,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF MAURINO RODRIGUES DE ANDRADE,25080989,EMEIEF MAURINO RODRIGUES DE ANDRADE,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,-,7,7,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF NELY BURITY DE ALMEIDA,25080970,EMEIEF NELY BURITY DE ALMEIDA,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025",Apenas dos testes,Em andamento,1,-,1,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF OLIVIA AZEVEDO CATAO,25081365,EMEIEF OLIVIA AZEVEDO CATAO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,1,1,2,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF PAULO JOSE CUSTODIO,25081233,EMEIEF PAULO JOSE CUSTODIO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,3,1,4,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF PROFESSORA CANDIDA AMELIA DE FARIAS BRAGA,25081322,EMEIEF PROFESSORA CANDIDA AMELIA DE FARIAS BRAGA,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,36,40,76,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF QUILOMBOLA INTEGRAL JOSEFA MARIA DO ESPIRITO SANTO,25081195,EMEIEF QUILOMBOLA INTEGRAL JOSEFA MARIA DO ESPIRITO SANTO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025",Apenas dos testes,Em andamento,5,4,9,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF SEBASTIANA ALVES DE SOUZA,25081268,EMEIEF SEBASTIANA ALVES DE SOUZA,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,3,-,3,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEF SEVERINA PEREIRA RAMOS,25080911,EMEIEF SEVERINA PEREIRA RAMOS,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,2,1,3,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIEFM FREI HERCULANO,25081179,EMEIEFM FREI HERCULANO,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,19,13,32,1
12ª REGIAO DE ENSINO,INGA,INGA - EMEIF JOAO DIONISIO DE MENDONCA,25081187,EMEIF JOAO DIONISIO DE MENDONCA,"14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,16,12,28,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EEEF PROFESSORA ODETE MENDES N OLIVEIRA,25081411,EEEF PROFESSORA ODETE MENDES N OLIVEIRA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,6,5,11,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EEEFM JOAO FAGUNDES DE OLIVEIRA,25081454,EEEFM JOAO FAGUNDES DE OLIVEIRA,"13/11/2025, 14/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,9,12,21,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF 31 DE MARCO,25081756,EMEIEF 31 DE MARCO,12/11/2025,"Sim, de todos os materiais e testes",Concluído,5,3,8,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF CECILIA LOPES DE ARAUJO,25081560,EMEIEF CECILIA LOPES DE ARAUJO,12/11/2025,"Sim, de todos os materiais e testes",Concluído,3,2,5,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF DR ANTONIO B SANTIAGO,25081578,EMEIEF DR ANTONIO B SANTIAGO,13/11/2025,"Sim, de todos os materiais e testes",Concluído,19,11,30,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF JOANA TRINDADE,25081675,EMEIEF JOANA TRINDADE,13/11/2025,"Sim, de todos os materiais e testes",Concluído,22,11,33,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF JOSE PEDRO DE ARAUJO,25134094,EMEIEF JOSE PEDRO DE ARAUJO,14/11/2025,"Sim, de todos os materiais e testes",Concluído,4,7,11,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF LUIZ ANTONIO DE AGUIAR,25081586,EMEIEF LUIZ ANTONIO DE AGUIAR,14/11/2025,"Sim, de todos os materiais e testes",Concluído,6,7,13,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF MIGUEL ANGELO DA SILVA DANTAS,25081594,EMEIEF MIGUEL ANGELO DA SILVA DANTAS,14/11/2025,"Sim, de todos os materiais e testes",Concluído,13,14,27,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF NOSSA SRA DAS GRACAS,25081772,EMEIEF NOSSA SRA DAS GRACAS,"13/11/2025, 14/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,34,48,82,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIEF SEBASTIAO RODRIGUES DE MELO,25111868,EMEIEF SEBASTIAO RODRIGUES DE MELO,14/11/2025,"Sim, de todos os materiais e testes",Concluído,19,16,35,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - EMEIF PROFª IVA LIRA CORREIA,25081543,EMEIF PROFª IVA LIRA CORREIA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,15,24,39,1
12ª REGIAO DE ENSINO,ITABAIANA,ITABAIANA - ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL DRº JOAO FLORENTINO MEIRA DE VASCONCELO,25081438,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL DRº JOAO FLORENTINO MEIRA DE VASCONCELO,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,17,17,34,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF ANTONIO RODRIGUES DE OLIVEIRA,25081950,EMEF ANTONIO RODRIGUES DE OLIVEIRA,13/11/2025,"Sim, de todos os materiais e testes",Em andamento,5,4,9,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF BENVINDO ALVES DA SILVA,25082060,EMEF BENVINDO ALVES DA SILVA,14/11/2025,"Sim, de todos os materiais e testes",Em andamento,2,5,7,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF ERCIDIO DE MORAIS COELHO,25082078,EMEF ERCIDIO DE MORAIS COELHO,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,40,36,76,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF FREI MARTINHO,25082086,EMEF FREI MARTINHO,14/11/2025,"Sim, de todos os materiais e testes",Em andamento,5,2,7,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF JOAO CAMELO BORBA,25082094,EMEF JOAO CAMELO BORBA,14/11/2025,"Sim, de todos os materiais e testes",Em andamento,3,3,6,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF JOSE ANTONIO DOS SANTOS,25082116,EMEF JOSE ANTONIO DOS SANTOS,13/11/2025,"Sim, de todos os materiais e testes",Em andamento,2,1,3,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF JOSE BARBOSA DE MEDEIROS,25082124,EMEF JOSE BARBOSA DE MEDEIROS,13/11/2025,"Sim, de todos os materiais e testes",Em andamento,4,-,4,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF JOSE BEZERRA DE LIMA,25082132,EMEF JOSE BEZERRA DE LIMA,13/11/2025,"Sim, de todos os materiais e testes",Em andamento,7,5,12,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF JOSEFA CORREIA DE ANDRADE,25082191,EMEF JOSEFA CORREIA DE ANDRADE,13/11/2025,"Sim, de todos os materiais e testes",Em andamento,5,3,8,1
12ª REGIAO DE ENSINO,ITATUBA,ITATUBA - EMEF MAURINO RODRIGUES DE ANDRADE,25082205,EMEF MAURINO RODRIGUES DE ANDRADE,"13/11/2025, 17/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,45,45,90,1
12ª REGIAO DE ENSINO,JUAREZ TAVORA,JUAREZ TAVORA - ESCOLA MUNIC DO ENS INFANTIL E FUNDAMENTAL NOSSA SENHORA DA CONCEICAO,25082469,ESCOLA MUNIC DO ENS INFANTIL E FUNDAMENTAL NOSSA SENHORA DA CONCEICAO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,17,-,17,1
12ª REGIAO DE ENSINO,JUAREZ TAVORA,JUAREZ TAVORA - ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL CICERA MENDONCA DE ARAUJO,25082361,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL CICERA MENDONCA DE ARAUJO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,7,6,13,1
12ª REGIAO DE ENSINO,JUAREZ TAVORA,JUAREZ TAVORA - ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL EUDOCIA GARCIA FIGUEIREDO,25082345,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL EUDOCIA GARCIA FIGUEIREDO,13/11/2025,"Sim, de todos os materiais e testes",Concluído,9,5,14,1
12ª REGIAO DE ENSINO,JUAREZ TAVORA,JUAREZ TAVORA - ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL JOSE AUGUSTO DE LIRA,25082302,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL JOSE AUGUSTO DE LIRA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,47,40,87,1
12ª REGIAO DE ENSINO,JUAREZ TAVORA,JUAREZ TAVORA - ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL MANOEL MENDES DA ROCHA,25082442,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL MANOEL MENDES DA ROCHA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,12,7,19,1
12ª REGIAO DE ENSINO,JUAREZ TAVORA,JUAREZ TAVORA - ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL MANOEL PEREIRA DA SILVA,25082418,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL MANOEL PEREIRA DA SILVA,17/11/2025,"Sim, de todos os materiais e testes",Concluído,-,16,16,1
12ª REGIAO DE ENSINO,JUAREZ TAVORA,JUAREZ TAVORA - ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL PADRE AZEVEDO,25082353,ESCOLA MUNICIPAL DO ENSINO INFANTIL E FUNDAMENTAL PADRE AZEVEDO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,4,2,6,1
12ª REGIAO DE ENSINO,JURIPIRANGA,JURIPIRANGA - E M E I F JOSEFA ALEXANDRINA DA SILVA,25088815,E M E I F JOSEFA ALEXANDRINA DA SILVA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,27,26,53,1
12ª REGIAO DE ENSINO,JURIPIRANGA,JURIPIRANGA - EEEFM DEMETRIO TOLEDO,25088793,EEEFM DEMETRIO TOLEDO,17/11/2025,"Sim, de todos os materiais e testes",Em andamento,-,8,8,1
12ª REGIAO DE ENSINO,JURIPIRANGA,JURIPIRANGA - EMEF MARIA JOSE BORBA,25088823,EMEF MARIA JOSE BORBA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,51,70,121,1
12ª REGIAO DE ENSINO,JURIPIRANGA,JURIPIRANGA - EMEIF JOSE ABDON DE QUEIROZ,25088858,EMEIF JOSE ABDON DE QUEIROZ,18/11/2025,"Sim, de todos os materiais e testes",Em andamento,7,7,14,1
12ª REGIAO DE ENSINO,JURIPIRANGA,JURIPIRANGA - ESC MUL DE ENS INF E FUN TEONAS DA CUNHA CAVALCANTE,25088874,ESC MUL DE ENS INF E FUN TEONAS DA CUNHA CAVALCANTE,nan,nan,nan,1,-,1,0
12ª REGIAO DE ENSINO,JURIPIRANGA,JURIPIRANGA - ESCOLA MUN DE ENS INFANTIL E FUNDAMENTAL VEREADOR JOSE GRIMAUDO TAVARES,25088904,ESCOLA MUN DE ENS INFANTIL E FUNDAMENTAL VEREADOR JOSE GRIMAUDO TAVARES,18/11/2025,"Sim, de todos os materiais e testes",Concluído,46,28,74,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF 1º DE OUTUBRO,25154605,EMEIEF 1º DE OUTUBRO,"13/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,7,10,17,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF ANTONIO DE ANDRADE SOBRINHO,25082590,EMEIEF ANTONIO DE ANDRADE SOBRINHO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,3,-,3,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF ANTONIO JOSE DE ANDRADE,25082680,EMEIEF ANTONIO JOSE DE ANDRADE,14/11/2025,"Sim, de todos os materiais e testes",Concluído,9,4,13,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF CREMILDA DA SILVA LIRA,25082663,EMEIEF CREMILDA DA SILVA LIRA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,1,2,3,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF DO CUMATI,25082574,EMEIEF DO CUMATI,17/11/2025,"Sim, de todos os materiais e testes",Concluído,2,4,6,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF JOAO AVELINO DA SILVA,25082710,EMEIEF JOAO AVELINO DA SILVA,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,18,18,36,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF JOAO BEZERRA DE SALES,25082728,EMEIEF JOAO BEZERRA DE SALES,19/11/2025,"Sim, de todos os materiais e testes",Concluído,1,2,3,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF JOAO PAULO II,25082612,EMEIEF JOAO PAULO II,18/11/2025,"Sim, de todos os materiais e testes",Concluído,9,-,9,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF JOAO VICENTE DE BRITO,25082736,EMEIEF JOAO VICENTE DE BRITO,"17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,15,17,32,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF JOSE BENEDITO DA SILVEIRA,25082760,EMEIEF JOSE BENEDITO DA SILVEIRA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,13,6,19,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF JOSE LUCIANO RODRIGUES,25082639,EMEIEF JOSE LUCIANO RODRIGUES,19/11/2025,"Sim, de todos os materiais e testes",Concluído,3,6,9,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF MARIA DAS DORES CHAGAS,25082787,EMEIEF MARIA DAS DORES CHAGAS,"17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,110,109,219,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF MARIA JOSE VIEIRA,25082795,EMEIEF MARIA JOSE VIEIRA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,6,-,6,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF OTAVIO FRANCISCO REGIS,25082671,EMEIEF OTAVIO FRANCISCO REGIS,17/11/2025,"Sim, de todos os materiais e testes",Concluído,3,1,4,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF PAULO VI,25082809,EMEIEF PAULO VI,17/11/2025,"Sim, de todos os materiais e testes",Concluído,2,-,2,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF SENADOR RUI CARNEIRO,25082647,EMEIEF SENADOR RUI CARNEIRO,14/11/2025,"Sim, de todos os materiais e testes",Concluído,9,10,19,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIEF VALENTIN FCO DOS SANTOS,25082817,EMEIEF VALENTIN FCO DOS SANTOS,17/11/2025,"Sim, de todos os materiais e testes",Concluído,2,7,9,1
12ª REGIAO DE ENSINO,MOGEIRO,MOGEIRO - EMEIF JOSE ANTONIO RODRIGUES,25082620,EMEIF JOSE ANTONIO RODRIGUES,12/11/2025,"Sim, de todos os materiais e testes",Concluído,2,4,6,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - EM DE GRAU SEVERINO DA SILVA MADRUGA,25100904,EM DE GRAU SEVERINO DA SILVA MADRUGA,12/11/2025,"Sim, de todos os materiais e testes",Em andamento,10,10,20,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - EMEF HENRIQUE FERREIRA DA SILVA,25100750,EMEF HENRIQUE FERREIRA DA SILVA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,7,14,21,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - EMEF JOAO ALEXANDRE DA SILVA,25114727,EMEF JOAO ALEXANDRE DA SILVA,13/11/2025,"Sim, de todos os materiais e testes",Em andamento,17,13,30,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - EMEIF MARIA UMBELINA DA CONCEICAO,25100823,EMEIF MARIA UMBELINA DA CONCEICAO,12/11/2025,"Sim, de todos os materiais e testes",Em andamento,5,4,9,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - ESC MUL PEDRO OLIMPIO BENTO,25100912,ESC MUL PEDRO OLIMPIO BENTO,12/11/2025,"Sim, de todos os materiais e testes",Concluído,9,7,16,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - ESCOLA MUNICIPAL ANTONIO CESAR DE CARVALHO,25101013,ESCOLA MUNICIPAL ANTONIO CESAR DE CARVALHO,12/11/2025,"Sim, de todos os materiais e testes",Concluído,6,5,11,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - ESCOLA MUNICIPAL DE ENSINO DULCINETE NUNES DE MEDEIROS,25100793,ESCOLA MUNICIPAL DE ENSINO DULCINETE NUNES DE MEDEIROS,"12/11/2025, 13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,111,103,214,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - ESCOLA MUNICIPAL EPITACIO PESSOA,25100998,ESCOLA MUNICIPAL EPITACIO PESSOA,"12/11/2025, 13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,116,119,235,1
12ª REGIAO DE ENSINO,PEDRAS DE FOGO,PEDRAS DE FOGO - ESCOLA MUNICIPAL JACIRA DE SOUZA CESAR,25100807,ESCOLA MUNICIPAL JACIRA DE SOUZA CESAR,"12/11/2025, 13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,50,47,97,1
